IT_NO ID LIQUIDITY WEEKLY_CONSUMPTION_BUDGET money_to_spend money_spent quantity_bought
5 1026 17.061985 1.268009 1.268009 0.000000 0
5 1022 17.061985 1.268009 1.268009 0.000000 0
5 1021 17.061985 0.893009 0.893009 0.000000 0
5 1020 17.061985 1.268009 1.268009 0.000000 0
5 1018 17.061985 1.268009 1.268009 0.000000 0
5 1017 17.061985 1.268009 1.268009 0.000000 0
5 1016 17.061985 1.268009 1.268009 0.000000 0
5 1014 17.061985 1.268009 1.268009 0.000000 0
5 1013 17.061985 1.268009 1.268009 0.000000 0
5 1012 17.061985 1.268009 1.268009 0.000000 0
5 1010 17.061985 0.893009 0.893009 0.000000 0
5 1009 17.061985 1.268009 1.268009 0.000000 0
5 1008 17.061985 1.268009 1.268009 0.000000 0
5 1007 17.061985 1.268009 1.268009 0.000000 0
5 1006 17.061985 0.893009 0.893009 0.000000 0
5 1005 17.061985 1.268009 1.268009 0.000000 0
5 1001 17.061985 1.268009 1.268009 0.000000 0
5 1000 17.061985 1.268009 1.268009 0.000000 0
5 999 17.061985 0.893009 0.893009 0.000000 0
5 998 17.061985 1.268009 1.268009 0.000000 0
5 997 17.061985 0.893009 0.893009 0.000000 0
5 996 17.061985 1.268009 1.268009 0.000000 0
5 993 17.061985 1.268009 1.268009 0.000000 0
5 992 17.061985 0.893009 0.893009 0.000000 0
5 989 17.061985 1.268009 1.268009 0.000000 0
5 988 17.061985 1.268009 1.268009 0.000000 0
5 986 17.061985 1.268009 1.268009 0.000000 0
5 985 17.061985 1.268009 1.268009 0.000000 0
5 984 17.061985 0.893009 0.893009 0.000000 0
5 982 17.061985 1.268009 1.268009 0.000000 0
5 980 17.061985 0.893009 0.893009 0.000000 0
5 977 17.061985 1.268009 1.268009 0.000000 0
5 976 17.061985 0.893009 0.893009 0.000000 0
5 973 17.061985 1.268009 1.268009 0.000000 0
5 970 17.061985 1.268009 1.268009 0.000000 0
5 969 17.061985 0.893009 0.893009 0.000000 0
5 966 17.061985 1.268009 1.268009 0.000000 0
5 965 17.061985 0.893009 0.893009 0.000000 0
5 964 17.061985 0.893009 0.893009 0.000000 0
5 962 17.061985 0.893009 0.893009 0.000000 0
5 960 17.061985 1.268009 1.268009 0.000000 0
5 959 17.061985 1.268009 1.268009 0.000000 0
5 958 17.061985 1.268009 1.268009 0.000000 0
5 957 17.061985 1.268009 1.268009 0.000000 0
5 956 17.061985 1.268009 1.268009 0.000000 0
5 955 17.061985 1.268009 1.268009 0.000000 0
5 954 17.061985 0.518009 0.518009 0.000000 0
5 953 17.061985 1.268009 1.268009 0.000000 0
5 951 17.061985 0.893009 0.893009 0.000000 0
5 950 17.061985 0.518009 0.518009 0.000000 0
5 947 17.061985 1.268009 1.268009 0.000000 0
5 946 17.061985 1.268009 1.268009 0.000000 0
5 943 17.061985 1.268009 1.268009 0.000000 0
5 942 17.061985 0.893009 0.893009 0.000000 0
5 941 17.061985 1.268009 1.268009 0.000000 0
5 940 17.061985 1.268009 1.268009 0.000000 0
5 939 17.061985 1.268009 1.268009 0.000000 0
5 938 17.061985 1.268009 1.268009 0.000000 0
5 936 17.061985 1.268009 1.268009 0.000000 0
5 935 17.061985 0.893009 0.893009 0.000000 0
5 934 17.061985 0.893009 0.893009 0.000000 0
5 932 17.061985 1.268009 1.268009 0.000000 0
5 930 17.061985 1.268009 1.268009 0.000000 0
5 926 17.061985 1.268009 1.268009 0.000000 0
5 925 17.061985 0.893009 0.893009 0.000000 0
5 923 17.061985 0.893009 0.893009 0.000000 0
5 922 17.061985 1.268009 1.268009 0.000000 0
5 921 17.061985 1.268009 1.268009 0.000000 0
5 920 17.061985 1.268009 1.268009 0.000000 0
5 919 17.061985 1.268009 1.268009 0.000000 0
5 918 17.061985 1.268009 1.268009 0.000000 0
5 917 17.061985 1.268009 1.268009 0.000000 0
5 914 17.061985 1.268009 1.268009 0.000000 0
5 913 17.061985 1.268009 1.268009 0.000000 0
5 908 17.061985 1.268009 1.268009 0.000000 0
5 906 17.061985 1.268009 1.268009 0.000000 0
5 904 17.061985 1.268009 1.268009 0.000000 0
5 902 17.061985 1.268009 1.268009 0.000000 0
5 901 17.061985 1.268009 1.268009 0.000000 0
5 900 17.061985 1.268009 1.268009 0.000000 0
5 898 17.061985 1.268009 1.268009 0.000000 0
5 897 17.061985 1.268009 1.268009 0.000000 0
5 896 17.061985 1.268009 1.268009 0.000000 0
5 895 17.061985 1.268009 1.268009 0.000000 0
5 894 17.061985 1.268009 1.268009 0.000000 0
5 893 17.061985 1.268009 1.268009 0.000000 0
5 890 17.061985 1.268009 1.268009 0.000000 0
5 889 17.061985 1.268009 1.268009 0.000000 0
5 888 17.061985 1.268009 1.268009 0.000000 0
5 887 17.061985 0.893009 0.893009 0.000000 0
5 886 17.061985 0.893009 0.893009 0.000000 0
5 884 17.061985 1.268009 1.268009 0.000000 0
5 883 17.061985 0.893009 0.893009 0.000000 0
5 881 17.061985 1.268009 1.268009 0.000000 0
5 877 17.061985 1.268009 1.268009 0.000000 0
5 876 17.061985 1.268009 1.268009 0.000000 0
5 875 17.061985 0.518009 0.518009 0.000000 0
5 872 17.061985 1.268009 1.268009 0.000000 0
5 870 17.061985 1.268009 1.268009 0.000000 0
5 869 17.061985 1.268009 1.268009 0.000000 0
5 867 17.061985 1.268009 1.268009 0.000000 0
5 866 17.061985 1.268009 1.268009 0.000000 0
5 865 17.061985 0.893009 0.893009 0.000000 0
5 864 17.061985 1.268009 1.268009 0.000000 0
5 863 17.061985 1.268009 1.268009 0.000000 0
5 862 17.061985 1.268009 1.268009 0.000000 0
5 859 17.061985 1.268009 1.268009 0.000000 0
5 858 17.061985 1.268009 1.268009 0.000000 0
5 856 17.061985 0.518009 0.518009 0.000000 0
5 855 17.061985 1.268009 1.268009 0.000000 0
5 854 17.061985 1.268009 1.268009 0.000000 0
5 853 17.061985 1.268009 1.268009 0.000000 0
5 850 17.061985 0.893009 0.893009 0.000000 0
5 849 17.061985 1.268009 1.268009 0.000000 0
5 847 17.061985 1.268009 1.268009 0.000000 0
5 846 17.061985 0.893009 0.893009 0.000000 0
5 845 17.061985 1.268009 1.268009 0.000000 0
5 844 17.061985 1.268009 1.268009 0.000000 0
5 842 17.061985 1.268009 1.268009 0.000000 0
5 840 17.061985 1.268009 1.268009 0.000000 0
5 837 17.061985 1.268009 1.268009 0.000000 0
5 836 17.061985 1.268009 1.268009 0.000000 0
5 834 17.061985 1.268009 1.268009 0.000000 0
5 833 17.061985 1.268009 1.268009 0.000000 0
5 832 17.061985 1.268009 1.268009 0.000000 0
5 831 17.061985 1.268009 1.268009 0.000000 0
5 830 17.061985 1.268009 1.268009 0.000000 0
5 828 17.061985 1.268009 1.268009 0.000000 0
5 827 17.061985 1.268009 1.268009 0.000000 0
5 826 17.061985 1.268009 1.268009 0.000000 0
5 824 17.061985 0.893009 0.893009 0.000000 0
5 823 17.061985 1.268009 1.268009 0.000000 0
5 822 17.061985 1.268009 1.268009 0.000000 0
5 821 17.061985 1.268009 1.268009 0.000000 0
5 818 17.061985 1.268009 1.268009 0.000000 0
