IT_NO ID REVENUES OPERATING_COSTS LABOUR_COSTS TOTAL_INTEREST_PAYMENTS EBIT NET_EARNINGS
2701 3 548.799955 388.989384 374.515258 14.474126 174.284697 159.810571
2761 3 1646.147217 390.845286 380.808015 10.037271 1265.339202 1255.301932
2761 1 1096.117826 423.112272 411.447203 11.665069 684.670623 673.005554
2761 2 2197.231571 400.577134 390.824147 9.752987 1806.407424 1796.654437
2761 6 1098.653744 282.657570 277.826690 4.830880 820.827055 815.996174
2761 5 551.273669 248.942475 246.368293 2.574181 304.905375 302.331194
2761 4 1921.358553 474.550970 462.878103 11.672866 1458.480449 1446.807583
2821 5 1681.272855 746.583987 744.523773 2.060214 936.749082 934.688868
2821 3 1963.255996 668.569323 660.536118 8.033205 1302.719878 1294.686673
2821 6 1115.232750 504.146558 500.280223 3.866335 614.952527 611.086192
2821 2 1675.546826 518.963401 511.157719 7.805682 1164.389108 1156.583426
2821 1 1679.944362 410.497016 401.161023 9.335993 1278.783339 1269.447346
2821 4 1952.259680 677.897779 668.555545 9.342234 1283.704135 1274.361901
2881 3 1443.408439 478.588296 467.498815 11.089481 975.909624 964.820143
2881 2 862.228976 695.013494 684.238099 10.775395 177.990877 167.215482
2881 5 1995.990527 504.709837 501.865803 2.844034 1494.124724 1491.280690
2881 4 2289.777473 480.247344 467.350807 12.896536 1822.426666 1809.530129
2881 1 2285.651460 513.232538 500.344617 12.887922 1785.306844 1772.418922
2881 6 1722.769513 528.891773 523.554470 5.337303 1199.215043 1193.877740
2941 6 1469.155957 649.198822 641.726086 7.472736 827.429871 819.957135
2941 1 296.617628 516.419306 513.210244 3.209062 -216.592615 -219.801678
2941 2 1459.803537 731.705481 716.618895 15.086586 743.184642 728.098056
2941 3 1169.775572 591.139605 575.613269 15.526336 594.162303 578.635967
2941 5 1170.326892 457.520009 453.538089 3.981920 716.788804 712.806884
2941 4 295.666696 352.678482 349.469420 3.209062 -53.802724 -57.011786
3001 3 1490.900660 657.158175 637.194983 19.963192 853.705677 833.742485
3001 5 894.918506 692.925962 687.806156 5.119806 207.112349 201.992543
3001 4 1192.558645 692.052505 686.323167 5.729337 506.235477 500.506140
3001 6 1487.373980 517.286604 507.678436 9.608169 979.695544 970.087376
3001 2 1780.593626 593.802217 574.404440 19.397778 1206.189186 1186.791409
3001 1 1188.615022 425.469265 415.162072 10.307193 773.452950 763.145757
3061 2 1501.905442 826.684136 807.078163 19.605973 694.827280 675.221306
