IT_NO ID ISLIQUIDSHORT HASLOAN HASINVESTMENT LIQUIDITY_NEED ISINSOLVENT ISILLIQUID TOTAL_ASSETS LIQUIDITY INVENTORY UNIT_HOUSE_PRICE CAPITAL_GOODS_PRICE CAPITAL_GOODS DEBT EQUITY
2401 5 0 0 0 0.000000 0 0 986.578255 -0.000000 1 252.978255 0.560000 1310 182.061781 804.516474
2401 2 0 0 0 0.000000 0 0 986.578255 -0.000000 1 252.978255 0.560000 1310 689.790596 296.787659
2401 1 0 0 0 0.000000 0 0 1239.556510 -0.000000 2 252.978255 0.560000 1310 672.834316 566.722193
2401 4 0 0 0 0.000000 0 0 1239.556510 0.000000 2 252.978255 0.560000 1310 671.666667 567.889843
2461 2 0 0 0 0.000000 0 0 994.148003 -0.000000 1 260.548003 0.560000 1310 689.790596 304.357407
2461 1 0 0 0 0.000000 0 0 994.148003 -0.000000 1 260.548003 0.560000 1310 672.834316 321.313686
2461 4 0 0 0 0.000000 0 0 733.600000 -0.000000 0 260.548003 0.560000 1310 671.666667 61.933333
2461 3 0 0 0 0.000000 0 0 733.600000 0.000000 0 260.548003 0.560000 1310 671.666667 61.933333
2461 5 0 0 0 0.000000 0 0 733.600000 -0.000000 0 260.548003 0.560000 1310 182.061781 551.538219
2461 6 0 0 0 0.000000 0 0 733.600000 -0.000000 0 260.548003 0.560000 1310 341.669260 391.930740
2521 3 1 1 0 0.000000 0 0 1268.185587 -0.000000 2 267.292794 0.560000 1310 709.896890 558.288697
2521 6 0 0 0 0.000000 0 0 1535.478381 -0.000000 3 267.292794 0.560000 1310 341.669260 1193.809121
2521 5 0 0 0 0.000000 0 0 1268.185587 -0.000000 2 267.292794 0.560000 1310 182.061781 1086.123806
2521 4 0 0 0 0.000000 0 0 1000.892794 -0.000000 1 267.292794 0.560000 1310 671.666667 329.226127
2521 1 0 0 0 0.000000 0 0 733.600000 0.000000 0 267.292794 0.560000 1310 672.834316 60.765684
2521 2 0 0 0 0.000000 0 0 1268.185587 -0.000000 2 267.292794 0.560000 1310 689.790596 578.394991
2581 1 1 1 0 0.000000 0 0 1548.295748 0.000000 3 271.565249 0.560000 1310 711.164937 837.130810
2581 5 0 0 0 0.000000 0 0 1548.295748 -0.000000 3 271.565249 0.560000 1310 182.061781 1366.233966
2581 6 0 0 0 0.000000 0 0 1548.295748 -0.000000 3 271.565249 0.560000 1310 341.669260 1206.626488
2581 3 0 0 0 0.000000 0 0 1005.165249 0.000000 1 271.565249 0.560000 1310 709.896890 295.268359
2581 4 0 0 0 0.000000 0 0 1276.730498 0.000000 2 271.565249 0.560000 1310 671.666667 605.063832
2581 2 0 0 0 0.000000 0 0 1548.295748 -0.000000 3 271.565249 0.560000 1310 689.790596 858.505152
2641 6 0 0 0 0.000000 0 0 1828.920498 -0.000000 4 273.830124 0.560000 1310 341.669260 1487.251238
2641 3 0 0 0 0.000000 0 0 1555.090373 -0.000000 3 273.830124 0.560000 1310 709.896890 845.193483
2641 2 0 0 0 0.000000 0 0 2102.750622 -0.000000 5 273.830124 0.560000 1310 689.790596 1412.960026
2641 1 0 0 0 0.000000 0 0 1555.090373 0.000000 3 273.830124 0.560000 1310 711.164937 843.925436
2641 4 0 0 0 0.000000 0 0 1828.920498 0.000000 4 273.830124 0.560000 1310 671.666667 1157.253831
2641 5 0 0 0 0.000000 0 0 1555.090373 -0.000000 3 273.830124 0.560000 1310 182.061781 1373.028592
2701 4 1 1 0 0.000000 0 0 2916.567074 0.000000 8 272.870884 0.560000 1310 825.576179 2090.990895
2701 1 1 1 0 0.000000 0 0 2370.825305 0.000000 6 272.870884 0.560000 1310 825.024710 1545.800595
2701 3 0 0 0 0.000000 0 0 2643.696189 -0.000000 7 272.870884 0.560000 1310 709.896890 1933.799299
2701 5 0 0 0 0.000000 0 0 1552.212653 -0.000000 3 272.870884 0.560000 1310 182.061781 1370.150871
2701 6 0 0 0 0.000000 0 0 2097.954421 -0.000000 5 272.870884 0.560000 1310 341.669260 1756.285161
2701 2 0 0 0 0.000000 0 0 2643.696189 -0.000000 7 272.870884 0.560000 1310 689.790596 1953.905593
2761 4 0 0 0 0.000000 0 0 1834.973804 0.000000 4 275.343451 0.560000 1310 825.576179 1009.397625
2761 5 0 0 0 0.000000 0 0 1559.630353 -0.000000 3 275.343451 0.560000 1310 182.061781 1377.568572
2761 6 0 0 0 0.000000 0 0 1834.973804 -0.000000 4 275.343451 0.560000 1310 341.669260 1493.304544
2761 2 0 0 0 0.000000 0 0 1284.286902 -0.000000 2 275.343451 0.560000 1310 689.790596 594.496306
2761 1 0 0 0 0.000000 0 0 1834.973804 0.000000 4 275.343451 0.560000 1310 825.024710 1009.949094
2761 3 0 0 0 0.000000 0 0 1834.973804 -0.000000 4 275.343451 0.560000 1310 709.896890 1125.076914
2821 4 0 0 0 0.000000 0 0 1859.116423 -0.000000 4 281.379106 0.560000 1310 825.576179 1033.540244
2821 1 0 0 0 0.000000 0 0 1296.358211 0.000000 2 281.379106 0.560000 1310 825.024710 471.333501
2821 2 0 0 0 0.000000 0 0 1014.979106 -0.000000 1 281.379106 0.560000 1310 689.790596 325.188510
2821 6 0 0 0 0.000000 0 0 1296.358211 -0.000000 2 281.379106 0.560000 1310 341.669260 954.688951
2821 3 0 0 0 0.000000 0 0 733.600000 -0.000000 0 281.379106 0.560000 1310 709.896890 23.703110
2821 5 0 0 0 0.000000 0 0 1577.737317 -0.000000 3 281.379106 0.560000 1310 182.061781 1395.675536
2881 6 0 0 0 0.000000 0 0 1311.138980 -0.000000 2 288.769490 0.560000 1310 341.669260 969.469720
2881 1 0 0 0 0.000000 1 0 733.600000 0.000000 0 288.769490 0.560000 1310 825.024710 -91.424710
2881 4 0 0 0 0.000000 1 0 733.600000 -0.000000 0 288.769490 0.560000 1310 825.576179 -91.976179
2881 5 0 0 0 0.000000 0 0 1022.369490 0.000000 1 288.769490 0.560000 1310 182.061781 840.307709
2881 2 0 0 0 0.000000 0 0 1599.908469 -0.000000 3 288.769490 0.560000 1310 689.790596 910.117873
2881 3 0 0 0 0.000000 0 0 1022.369490 -0.000000 1 288.769490 0.560000 1310 709.896890 312.472599
2941 4 1 1 0 0.000000 0 0 733.600000 0.000000 0 294.618075 0.560000 1310 203.736889 529.863111
2941 1 1 1 0 0.000000 0 0 733.600000 0.000000 0 294.618075 0.560000 1310 366.526781 367.073219
2941 5 0 0 0 0.000000 0 0 1028.218075 0.000000 1 294.618075 0.560000 1310 182.061781 846.156294
2941 3 0 0 0 0.000000 0 0 1028.218075 -0.000000 1 294.618075 0.560000 1310 709.896890 318.321185
2941 2 0 0 0 0.000000 0 0 1912.072302 -0.000000 4 294.618075 0.560000 1310 689.790596 1222.281706
2941 6 0 0 0 0.000000 0 0 1322.836151 -0.000000 2 294.618075 0.560000 1310 341.669260 981.166891
3001 1 0 0 0 0.000000 0 0 1331.056401 0.000000 2 298.728200 0.560000 1310 366.526781 964.529620
3001 2 0 0 0 0.000000 0 0 1629.784601 -0.000000 3 298.728200 0.560000 1310 689.790596 939.994005
3001 6 0 0 0 0.000000 0 0 1032.328200 -0.000000 1 298.728200 0.560000 1310 341.669260 690.658941
3001 4 0 0 0 0.000000 0 0 1032.328200 0.000000 1 298.728200 0.560000 1310 203.736889 828.591311
3001 5 0 0 0 0.000000 0 0 1928.512802 0.000000 4 298.728200 0.560000 1310 182.061781 1746.451021
3001 3 0 0 0 0.000000 0 0 1629.784601 -0.000000 3 298.728200 0.560000 1310 709.896890 919.887711
3061 1 0 0 0 0.000000 0 0 1636.447204 0.000000 3 300.949068 0.560000 1310 366.526781 1269.920423
3061 4 0 0 0 0.000000 0 0 1335.498136 0.000000 2 300.949068 0.560000 1310 203.736889 1131.761247
3061 5 0 0 0 0.000000 0 0 1937.396272 0.000000 4 300.949068 0.560000 1310 182.061781 1755.334491
3061 6 0 0 0 0.000000 0 0 733.600000 -0.000000 0 300.949068 0.560000 1310 341.669260 391.930740
3061 3 0 0 0 0.000000 0 0 1937.396272 -0.000000 4 300.949068 0.560000 1310 709.896890 1227.499382
3061 2 0 0 0 0.000000 0 0 2238.345340 -0.000000 5 300.949068 0.560000 1310 689.790596 1548.554744
3121 5 0 0 0 0.000000 0 0 3154.699893 0.000000 8 302.637487 0.560000 1310 182.061781 2972.638111
3121 4 0 0 0 0.000000 0 0 1338.874973 0.000000 2 302.637487 0.560000 1310 203.736889 1135.138084
3121 3 0 0 0 0.000000 0 0 2246.787433 -0.000000 5 302.637487 0.560000 1310 709.896890 1536.890542
3121 6 0 0 0 0.000000 0 0 1641.512460 -0.000000 3 302.637487 0.560000 1310 341.669260 1299.843200
3121 2 0 0 0 0.000000 0 0 2852.062406 -0.000000 7 302.637487 0.560000 1310 689.790596 2162.271810
3121 1 0 0 0 0.000000 0 0 1641.512460 -0.000000 3 302.637487 0.560000 1310 366.526781 1274.985679
3181 6 1 1 0 0.000000 0 0 2570.265855 -0.000000 6 306.110976 0.560000 1310 438.044691 2132.221164
3181 4 0 0 0 0.000000 0 0 1651.932927 0.000000 3 306.110976 0.560000 1310 203.736889 1448.196038
3181 5 0 0 0 0.000000 0 0 2264.154879 0.000000 5 306.110976 0.560000 1310 182.061781 2082.093098
3181 2 0 0 0 0.000000 0 0 1958.043903 -0.000000 4 306.110976 0.560000 1310 689.790596 1268.253307
3181 3 0 0 0 0.000000 0 0 2570.265855 -0.000000 6 306.110976 0.560000 1310 709.896890 1860.368964
3181 1 0 0 0 0.000000 0 0 1345.821952 0.000000 2 306.110976 0.560000 1310 366.526781 979.295170
3241 4 0 0 0 0.000000 0 0 1975.771747 0.000000 4 310.542937 0.560000 1310 203.736889 1772.034857
3241 1 0 0 0 0.000000 0 0 1665.228810 0.000000 3 310.542937 0.560000 1310 366.526781 1298.702029
3241 3 0 0 0 0.000000 0 0 1665.228810 -0.000000 3 310.542937 0.560000 1310 709.896890 955.331920
3241 2 0 0 0 0.000000 0 0 1665.228810 0.000000 3 310.542937 0.560000 1310 689.790596 975.438214
3241 5 0 0 0 0.000000 0 0 1665.228810 0.000000 3 310.542937 0.560000 1310 182.061781 1483.167029
3241 6 0 0 0 0.000000 0 0 1354.685873 0.000000 2 310.542937 0.560000 1310 438.044691 916.641182
3301 1 0 0 0 0.000000 0 0 733.600000 0.000000 0 316.476121 0.560000 1310 366.526781 367.073219
3301 4 0 0 0 0.000000 0 0 1683.028363 0.000000 3 316.476121 0.560000 1310 203.736889 1479.291474
3301 6 0 0 0 0.000000 0 0 1050.076121 0.000000 1 316.476121 0.560000 1310 438.044691 612.031430
3301 5 0 0 0 0.000000 0 0 1050.076121 0.000000 1 316.476121 0.560000 1310 182.061781 868.014340
3301 2 0 0 0 0.000000 0 0 1050.076121 0.000000 1 316.476121 0.560000 1310 689.790596 360.285525
3301 3 0 0 0 0.000000 0 0 2632.456726 0.000000 6 316.476121 0.560000 1310 709.896890 1922.559836
3361 4 0 0 0 0.000000 0 0 1700.450354 0.000000 3 322.283451 0.560000 1310 203.736889 1496.713464
3361 1 0 0 0 0.000000 0 0 1700.450354 0.000000 3 322.283451 0.560000 1310 366.526781 1333.923572
3361 3 0 0 0 0.000000 0 0 1055.883451 0.000000 1 322.283451 0.560000 1310 709.896890 345.986561
3361 5 0 0 0 0.000000 0 0 1378.166902 0.000000 2 322.283451 0.560000 1310 182.061781 1196.105121
3361 2 0 0 0 0.000000 0 0 1055.883451 0.000000 1 322.283451 0.560000 1310 689.790596 366.092855
3361 6 0 0 0 0.000000 0 0 733.600000 0.000000 0 322.283451 0.560000 1310 438.044691 295.555309
3421 5 1 1 0 0.000000 0 0 2039.072227 -0.000000 4 326.368057 0.560000 1310 249.361781 1789.710447
3421 4 0 0 0 0.000000 0 0 1059.968057 0.000000 1 326.368057 0.560000 1310 203.736889 856.231167
3421 1 0 0 0 0.000000 0 0 1712.704170 0.000000 3 326.368057 0.560000 1310 366.526781 1346.177389
3421 6 0 0 0 0.000000 0 0 1059.968057 0.000000 1 326.368057 0.560000 1310 438.044691 621.923366
3421 2 0 0 0 0.000000 0 0 1712.704170 0.000000 3 326.368057 0.560000 1310 689.790596 1022.913575
3421 3 0 0 0 0.000000 0 0 1386.336114 0.000000 2 326.368057 0.560000 1310 709.896890 676.439223
3481 3 0 0 0 0.000000 0 0 2048.886349 0.000000 4 328.821587 0.560000 1310 709.896890 1338.989459
3481 4 0 0 0 0.000000 0 0 1391.243175 0.000000 2 328.821587 0.560000 1310 203.736889 1187.506285
3481 6 0 0 0 0.000000 0 0 2377.707937 -0.000000 5 328.821587 0.560000 1310 438.044691 1939.663245
3481 2 0 0 0 0.000000 0 0 2706.529524 0.000000 6 328.821587 0.560000 1310 689.790596 2016.738928
3481 5 0 0 0 0.000000 0 0 3692.994286 -0.000000 9 328.821587 0.560000 1310 249.361781 3443.632505
3481 1 0 0 0 0.000000 0 0 2377.707937 0.000000 5 328.821587 0.560000 1310 366.526781 2011.181155
3541 5 0 0 0 0.000000 0 0 2395.232824 0.000000 5 332.326565 0.560000 1310 249.361781 2145.871043
3541 6 0 0 0 0.000000 0 0 1730.579694 0.000000 3 332.326565 0.560000 1310 438.044691 1292.535003
3541 1 0 0 0 0.000000 0 0 2727.559389 -0.000000 6 332.326565 0.560000 1310 366.526781 2361.032607
3541 4 0 0 0 0.000000 0 0 2395.232824 0.000000 5 332.326565 0.560000 1310 203.736889 2191.495935
3541 3 0 0 0 0.000000 0 0 2062.906259 0.000000 4 332.326565 0.560000 1310 709.896890 1353.009369
3541 2 0 0 0 0.000000 0 0 2062.906259 0.000000 4 332.326565 0.560000 1310 689.790596 1373.115663
