IT_NO ID MORTGAGES MORTGAGE_COST HOUSING_UNITS HOUSING_VALUE EQUITY_RATIO LIQUIDITY
1 1544 155.690453 0.292602 4 403.814783 17.166667 16.405166
1 1558 156.090113 0.294276 4 403.814783 17.166667 16.403492
1 1571 156.614665 0.296473 4 403.814783 17.166667 16.401295
1 1582 156.215006 0.294799 4 403.814783 17.166667 16.402969
1 1583 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1586 157.014325 0.298147 4 403.814783 17.166667 16.399621
1 1588 157.064282 0.298357 4 403.814783 17.166667 16.399412
1 1590 156.714580 0.296892 4 403.814783 17.166667 16.400876
1 1595 156.389857 0.295532 4 403.814783 17.166667 16.402237
1 1601 156.439815 0.295741 4 403.814783 17.166667 16.402027
1 1603 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1605 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1609 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1613 157.189176 0.298880 4 403.814783 17.166667 16.398889
1 1625 157.014325 0.298147 4 403.814783 25.750000 16.399621
1 1628 156.090113 0.294276 4 403.814783 17.166667 16.403492
1 1635 155.815347 0.293125 4 403.814783 25.750000 16.404643
1 1636 155.890283 0.293439 4 403.814783 25.750000 16.404329
1 1469 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1460 157.039304 0.298252 4 403.814783 25.750000 16.399516
1 1445 155.790368 0.293021 4 403.814783 17.166667 16.404748
1 1437 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1432 156.040155 0.294067 4 403.814783 17.166667 16.403701
1 1427 156.464793 0.295846 4 403.814783 17.166667 16.401923
1 1420 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1419 156.814495 0.297310 4 403.814783 17.166667 16.400458
1 1402 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1398 156.439815 0.295741 4 403.814783 17.166667 16.402027
1 1393 156.389857 0.295532 4 403.814783 17.166667 16.402237
1 1389 156.065134 0.294172 4 403.814783 17.166667 16.403597
1 1388 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1387 157.438963 0.299926 4 403.814783 17.166667 16.397842
1 1378 156.764538 0.297101 4 403.814783 17.166667 16.400667
1 1376 156.814495 0.297310 4 403.814783 17.166667 16.400458
1 1363 155.940240 0.293649 4 403.814783 17.166667 16.404120
1 1362 157.214154 0.298984 4 403.814783 17.166667 16.398784
1 1356 155.940240 0.293649 4 403.814783 17.166667 16.404120
1 1346 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1344 156.140070 0.294486 4 403.814783 25.750000 16.403283
1 1340 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1339 155.965219 0.293753 4 403.814783 17.166667 16.404015
1 1336 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1333 156.090113 0.294276 4 403.814783 17.166667 16.403492
1 1328 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1327 156.514751 0.296055 4 403.814783 17.166667 16.401713
1 1326 155.890283 0.293439 4 403.814783 17.166667 16.404329
1 1325 156.589687 0.296369 4 403.814783 17.166667 16.401400
1 1324 156.539729 0.296160 4 403.814783 17.166667 16.401609
1 1321 156.264964 0.295009 4 403.814783 17.166667 16.402760
1 1312 156.964367 0.297938 4 403.814783 17.166667 16.399830
1 1309 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1308 156.489772 0.295950 4 403.814783 17.166667 16.401818
1 1301 155.840326 0.293230 4 403.814783 17.166667 16.404538
1 1299 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1295 156.964367 0.297938 4 403.814783 17.166667 16.399830
1 1292 156.140070 0.294486 4 403.814783 25.750000 16.403283
1 1290 155.990198 0.293858 4 403.814783 25.750000 16.403911
1 1286 156.289942 0.295113 4 403.814783 17.166667 16.402655
1 1278 155.790368 0.293021 4 403.814783 17.166667 16.404748
1 1261 155.690453 0.292602 4 403.814783 17.166667 16.405166
1 1258 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1256 156.539729 0.296160 4 403.814783 17.166667 16.401609
1 1253 155.690453 0.292602 4 403.814783 17.166667 16.405166
1 1240 157.014325 0.298147 4 403.814783 51.500000 16.399621
1 1236 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1230 157.214154 0.298984 4 403.814783 17.166667 16.398784
1 1209 156.689602 0.296787 4 403.814783 17.166667 16.400981
1 1205 157.364027 0.299612 4 403.814783 17.166667 16.398156
1 1202 157.214154 0.298984 4 403.814783 17.166667 16.398784
1 1201 156.140070 0.294486 4 403.814783 17.166667 16.403283
1 1199 155.815347 0.293125 4 403.814783 17.166667 16.404643
1 1195 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1192 155.815347 0.293125 4 403.814783 17.166667 16.404643
1 1190 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1186 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1183 157.114240 0.298566 4 403.814783 25.750000 16.399202
1 1178 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1160 156.239985 0.294904 4 403.814783 17.166667 16.402864
1 1157 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1150 156.464793 0.295846 4 403.814783 25.750000 16.401923
1 1117 156.215006 0.294799 4 403.814783 17.166667 16.402969
1 1116 156.814495 0.297310 4 403.814783 17.166667 16.400458
1 1102 155.890283 0.293439 4 403.814783 17.166667 16.404329
1 1095 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1091 157.164197 0.298775 4 403.814783 17.166667 16.398993
1 1081 156.414836 0.295636 4 403.814783 25.750000 16.402132
1 1074 156.864453 0.297520 4 403.814783 17.166667 16.400249
1 1071 156.065134 0.294172 4 403.814783 17.166667 16.403597
1 1070 156.914410 0.297729 4 403.814783 25.750000 16.400039
1 1065 155.790368 0.293021 4 403.814783 17.166667 16.404748
1 1064 156.264964 0.295009 4 403.814783 17.166667 16.402760
1 1062 156.789516 0.297206 4 403.814783 25.750000 16.400563
1 1053 156.215006 0.294799 4 403.814783 17.166667 16.402969
1 1049 156.115091 0.294381 4 403.814783 17.166667 16.403387
1 1039 257.500000 0.000000 5 504.768478 25.750000 16.697768
1 1034 156.864453 0.297520 4 403.814783 17.166667 16.400249
1 1025 156.539729 0.296160 4 403.814783 25.750000 16.401609
1 1023 156.314921 0.295218 4 403.814783 17.166667 16.402550
1 1021 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 1013 156.964367 0.297938 4 403.814783 17.166667 16.399830
1 1009 155.840326 0.293230 4 403.814783 17.166667 16.404538
1 1003 156.914410 0.297729 4 403.814783 25.750000 16.400039
1 999 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 992 156.764538 0.297101 4 403.814783 17.166667 16.400667
1 988 155.990198 0.293858 4 403.814783 17.166667 16.403911
1 974 156.289942 0.295113 4 403.814783 17.166667 16.402655
1 971 157.413984 0.299821 4 403.814783 17.166667 16.397947
1 967 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 962 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 944 156.664623 0.296683 4 403.814783 17.166667 16.401086
1 943 156.289942 0.295113 4 403.814783 17.166667 16.402655
1 937 155.765389 0.292916 4 403.814783 17.166667 16.404852
1 931 157.164197 0.298775 4 403.814783 17.166667 16.398993
1 922 156.264964 0.295009 4 403.814783 17.166667 16.402760
1 921 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 919 156.514751 0.296055 4 403.814783 17.166667 16.401713
1 909 156.040155 0.294067 4 403.814783 17.166667 16.403701
1 905 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 889 156.115091 0.294381 4 403.814783 25.750000 16.403387
1 873 156.165049 0.294590 4 403.814783 17.166667 16.403178
1 871 257.500000 0.000000 5 504.768478 17.166667 16.697768
1 844 156.814495 0.297310 4 403.814783 25.750000 16.400458
1 842 156.289942 0.295113 4 403.814783 17.166667 16.402655
1 841 155.715432 0.292707 4 403.814783 17.166667 16.405061
